annual_return,annual_volatility,cumulative_return,sharpe_ratio,sortino_ratio,maximum_drawdown,value_at_risk,conditional_value_at_risk
0.2927730547722802,0.27759958896213166,5.010157396934589,0.9923722318764682,1.3464921616272414,-0.3175792773206823,-0.026833867761192648,-0.04004147251800776
